id,id_usuario,id_universidad,id_grado_academico,titulo_profesional,especialidad,fecha_emision,resolucion,fecha_resolucion,flag_resolucion_nulidad,nro_resolucion_nulidad,fecha_resolucion_nulidad,id_tipo_obtencion
1826,462,1,3,MAGISTER SCIENTIAE EN DERECHO,MENCION: DERECHO PUBLICO,2011-03-18,0506-2011-R-UNA,,,,,2
1827,462,10,1,BACHILLER EN DERECHO,-,1978-12-27,-,,,,,2
1828,462,10,2,ABOGADO,-,1980-12-30,-,,,,,2
1829,461,1,2,INGENIERO ESTADISTICO,-,1994-12-30,1942-94-R-UNA,,,,,2
1830,461,1,3,MAGISTER SCIENTIAE EN INFORMATICA,-,2008-03-07,0453-2008-R-UNA,,,,,2
1831,461,1,1,BACHILLER EN CIENCIAS ESTADISTICAS,-,1993-07-02,845-93-R-UNA,,,,,2
1832,461,1,4,Doctor en Estadística e Informática,-,2022-02-08,0197-2022-R-UNA,,,,,2
1833,464,48,1,BACHILLER EN DERECHO,-,,1679-CU-1999,,,,,2
1834,464,48,2,ABOGADO,-,,1679-CU-1999,,,,,2
1835,464,42,3,GRADO DE MAGÍSTER EN DERECHO (GRADO DE MAESTRO),-,2021-05-25,RESOLUCIÓN N° 000987-2022-SUNEDU-02-15-02,,,,,2
1836,463,1,3,MAGISTER SCIENTIAE,EN: GESTION EMPRESARIAL,2011-07-08,1357-2011-R-UNA,,,,,2
1837,463,18,4,DOCTOR EN DERECHO,-,2013-02-26,3216,,,,,2
1838,463,22,1,BACHILLER EN DERECHO,-,1980-03-12,60294,,,,,2
1839,463,22,2,ABOGADO,-,1981-04-22,63898,,,,,2
1840,463,1,3,MAGISTER EN SCIENTIAE EN DERECHO PRIVADO,-,2005-03-31,1088-2005-P-CTG-UNA,,,,,2
1841,458,1,3,MAGISTER SCIENTIAE EN INFORMATICA,-,2001-09-06,1301-2001-R-UNA,,,,,2
1842,458,1,2,INGENIERO ESTADISTICO,-,1997-11-28,1765-97-R-UNA,,,,,2
1843,458,1,1,BACHILLER EN CIENCIAS ESTADISTICAS,-,1996-08-16,1100-96-R-UNA,,,,,2
1844,458,103,4,GRADO ACADÉMICO DE DOCTOR EN INGENIERÍA DE LA INFORMACIÓN (GRADO DE DOCTOR),-,2020-02-10,RESOLUCIÓN N° 002029-2021-SUNEDU-02-15-02,,,,,2
1845,465,1,3,Magister Scientiae en Derecho Público,-,2003-07-18,1232-2003-R-UNA,,,,,2
1846,465,1,4,Doctoris Scientiae en Derecho,-,2018-11-07,2837-2018-R-UNA,,,,,2
1847,465,48,1,BACHILLER EN DERECHO,-,,1679-CU-1999,,,,,2
1848,465,48,2,ABOGADO,-,,1679-CU-1999,,,,,2
1849,468,1,3,Magíster Scientiae en Derecho con Mención en Derecho Civil,-,2023-10-23,2744-2023-R-UNA,,,,,2
1850,468,48,1,BACHILLER EN DERECHO,-,,1679-CU-1999,,,,,2
1851,468,48,2,ABOGADO,-,,1679-CU-1999,,,,,2
1852,466,35,4,DOCTOR EN DERECHO,-,2006-10-20,0878-2006-CU-UIGV,,,,,2
1853,466,57,1,BACHILLER EN CIENCIAS DE LA EDUCACION,-,2009-02-19,0382-2009-R-UNE,,,,,2
1854,466,35,3,MAESTRO EN DERECHO CIVIL,-,2004-12-20,754-2004-RUIGV,,,,,2
1855,466,15,2,ABOGADO,-,1989-08-31,R-938-89,,,,,2
1856,466,15,1,BACHILLER EN DERECHO,-,1987-11-20,R-1157-87,,,,,2
1857,466,40,3,MAGÍSTER EN DERECHO CON MENCIÓN EN POLÍTICA JURISDICCIONAL,-,2022-02-09,003/2022-GYT,,,,,2
1858,466,15,2,TITULO DE ABOGADO,-,1989-08-31,R-938-89,,,,,2
1859,466,57,2,LICENCIADO EN EDUCACION,-,2009-09-01,2226-2009-R-UNE,,,,,2
1860,466,104,3,GRADO ACADÉMICO DE MAESTRO EN ARGUMENTACIÓN JURÍDICA (GRADO DE MAESTRO),-,2021-06-29,RESOLUCIÓN N° 002053-2022-SUNEDU-02-15-02,,,,,2
1861,466,105,3,TÍTULO - MÁSTER EN DERECHO CONSTITUCIONAL Y JURISDICCIÓN CONTENCIOSO-ADMINISTRATIVA,-,2016-11-03,RESOLUCIÓN DE RECONOCIMIENTO Nº 4430-2017-SUNEDU-02-15-02,,,,,2
1862,466,106,3,TÍTULO PROPIO DE MÁSTER EN ARGUMENTACIÓN JURÍDICA (GRADO DE MAESTRO),-,2019-10-17,RESOLUCIÓN Nº 005849-2020-SUNEDU-02-15-02,,,,,2
1863,470,48,1,BACHILLER EN DERECHO,-,,1679-CU-1999,,,,,2
1864,470,48,2,ABOGADO,-,,1679-CU-1999,,,,,2
1865,470,1,3,Magíster Scientiae en Derecho con Mención en: Derecho Civil,-,2018-04-06,0806-2018-R-UNA,,,,,2
1866,467,15,2,ABOGADO,-,1980-12-11,R-1191-80,,,,,2
1867,467,15,1,BACHILLER EN DERECHO,-,1980-01-28,R-141-80,,,,,2
1868,467,1,3,MAGISTER SCIENTIAE EN DERECHO,MENCION: DERECHO PUBLICO,2012-06-15,1290-2012-R-UNA,,,,,2
1869,467,1,4,Doctoris Scientiae en: Derecho,-,2017-04-26,1266-2017-R-UNA,,,,,2
1870,469,40,2,ABOGADO,-,1988-07-13,-,,,,,2
1871,469,40,1,BACHILLER EN DERECHO,-,1988-03-09,-,,,,,2
1872,469,1,3,Magíster Scientiae en Derecho con Mención en Derecho Civil,-,2020-02-27,0263-2020-R-UNA,,,,,2
1873,471,48,1,BACHILLER EN DERECHO,-,,1679-CU-1999,,,,,2
1874,471,48,2,ABOGADO,-,,1679-CU-1999,,,,,2
1875,471,1,3,Magíster Scientiae en Derecho  Mención en: Derecho Civil,-,2019-12-04,3185-2019-R-UNA,,,,,2
1876,473,22,1,BACHILLER EN DERECHO Y CIENCIAS POLITICAS,-,1990-03-29,98905,,,,,2
1877,473,48,4,DOCTOR EN DERECHO,-,2007-08-09,3419-CU-2007,,,,,2
1878,473,22,2,ABOGADO,-,,101791,,,,,2
1879,473,1,3,MAGISTER SCIENTIAE EN DERECHO PUBLICO,-,2003-01-03,2172-2002-R-UNA,,,,,2
1880,474,1,3,MAGISTER SCIENTIAE EN DERECHO,DERECHO PENAL,2008-01-25,0091-2008-R-UNA,,,,,2
1881,474,1,4,DOCTORIS SCIENTIAE EN DERECHO,-,2010-09-17,1795-2010-R-UNA,,,,,2
1882,474,1,1,BACHILLER EN CIENCIAS JURIDICAS Y POLITICAS,-,1999-05-20,0806-99-R-UNA,,,,,2
1883,474,1,2,ABOGADO,-,1999-12-03,1428-99-R-UNA,,,,,2
1884,475,1,2,Abogado,-,1992-11-20,1387-92-R-UNA,,,,,2
1885,475,1,1,Bachiller en Ciencias Jurídicas y Políticas,-,1992-04-10,364-92-R-UNA,,,,,2
1886,476,1,2,ABOGADO,-,1995-05-12,530-95-R-UNA,,,,,2
1887,476,1,1,Bachiller en Ciencias Jurídicas y Políticas,-,1993-09-10,1159-83-R-UNA,,,,,2
1888,478,1,1,BACHILLER EN CIENCIAS JURIDICAS Y POLITICAS,-,1994-05-27,681-94-R-UNA,,,,,2
1889,478,1,2,ABOGADO,-,1995-02-24,279-95-R-UNA,,,,,2
1890,478,1,4,Doctoris Scientiae en Derecho,-,2019-12-04,3183-2019-R-UNA,,,,,2
1891,478,1,3,MAGISTER SCIENTIAE EN DERECHO,-,2009-08-21,1227-2009-R-UNA,,,,,2
1892,477,1,1,BACHILLER EN CIENCIAS JURIDICAS Y POLITICAS,-,1994-05-27,681-94-R-UNA,,,,,2
1893,477,1,2,ABOGADO,-,1995-07-21,957-95-R-UNA,,,,,2
1894,477,1,1,BACHILLER EN ECONOMÍA,-,1984-06-22,-,,,,,2
1895,477,19,3,MAGISTER EN DERECHO,DERECHO CIVIL Y EMPRESARIAL,2013-06-21,135-13-CU-R-UANCV.,,,,,2
1896,477,1,2,INGENIERO ECONOMISTA,-,1986-10-24,1231-86-R-UNA,,,,,2
1897,479,1,1,BACHILLER EN CIENCIAS DE LA EDUCACION,-,1996-08-23,1192-96-R-UNA,,,,,2
1898,479,1,1,BACHILLER EN CIENCIAS JURIDICAS Y POLITICAS,-,1998-08-14,1567-98-R-UNA,,,,,2
1899,479,1,3,MAGISTER SCIENTIAE EN: DERECHO,MENCION: DERECHO EMPRESARIAL,2012-03-23,0609-2012-R-UNA,,,,,2
1900,479,19,5,TITULO DE SEGUNDA ESPECIALIDAD PROFESIONAL EN EDUCACION BASICA ALTERNATIVA Y TUTORIA,-,2019-07-05,0234-2019-UANCV-CU-R,,,,,2
1901,479,1,2,ABOGADO,-,2001-05-25,0721-2001-R-UNA,,,,,2
1902,479,1,2,LICENCIADO EN EDUCACION,FISICA-MATEMATICAS,1999-09-03,1365-1999-R-UNA,,,,,2
1903,479,1,2,LICENCIADO EN EDUCACION. ESPECIALIDAD: FISICO MATEMATICAS,-,1999-09-03,1365-99-R-UNA,,,,,2
1904,479,1,4,Doctoris Scientiae en Derecho,-,2024-12-10,3475-2024-R-UNA,,,,,2
1905,480,1,2,ABOGADO,-,1993-08-27,1051-93-R-UNA,,,,,2
1906,480,1,1,BACHILLER EN CIENCIAS JURIDICAS Y POLITICAS,-,1992-08-14,885-92-R-UNA,,,,,2
1907,480,1,3,MAGISTER SCIENTIAE EN DERECHO,MENCION: DERECHO PRIVADO,2010-06-11,1195-2010-R-UNA,,,,,2
1908,480,107,1,BACHILLER EN PERIODISMO,-,2015-09-14,054-2015/UJBM-R,,,,,2
1909,480,1,4,DOCTORIS SCIENTIAE EN: EDUCACION,-,2015-11-27,3474-2015-R-UNA,,,,,2
1910,480,1,4,DOCTORIS SCIENTIAE EN DERECHO,-,2011-12-02,2438-2011-R-UNA,,,,,2
1911,481,1,1,BACHILLER EN CIENCIAS JURIDICAS Y POLITICAS,-,2005-10-14,1162-2005-R-UNA,,,,,2
1912,481,1,2,ABOGADO,-,2006-03-24,491-2006-R-UNA,,,,,2
1913,481,10,3,MAESTRO EN CIENCIAS: DERECHO,MENCION EN DERECHO PROCESAL,2016-05-13,R.C.U. 283-2016,,,,,2
1914,481,1,4,Doctoris Scientiae en Derecho,-,2024-02-28,0331-2024-R-UNA,,,,,2
1915,483,1,2,ABOGADO,-,1994-12-16,1869-94-R-UNA,,,,,2
1916,483,1,1,BACHILLER EN CIENCIAS JURIDICAS Y POLITICAS,-,1993-09-10,1159-93-R-UNA,,,,,2
1917,483,19,5,"TITULO DE SEGUNDA ESPECIALIDAD PROFESIONAL EN  TECNOLOGIA, COMPUTACION E INFORMATICA EDUCATIVA",-,2019-10-04,0234-2019-UANCV-CU-R,,,,,2
1918,482,13,4,DOCTOR EN CIENCIAS DE LA EDUCACION,-,2011-01-24,7867-2011-R-UAP,,,,,2
1919,482,13,3,MAESTRO EN DERECHO CIVIL,-,2008-12-19,5384-2008-R-UAP,,,,,2
1920,482,15,1,BACHILLER EN DERECHO,-,1989-05-31,R-354-89,,,,,2
1921,482,13,1,BACHILLER EN EDUCACION,-,2005-12-14,3374-2005-R-UAP,,,,,2
1922,482,13,2,LICENCIADO EN EDUCACION,-,2006-03-30,3757-2006-R-UAP,,,,,2
1923,482,105,3,MÁSTER PROPIO: MAGISTRATURA CONTEMPORÁNEA: LA JUSTICIA EN EL SIGLO XXI,-,2018-10-15,RESOLUCIÓN Nº 2897-2019-SUNEDU-02-15-02,,,,,2
1924,484,15,2,INGENIERO QUIMICO,-,1976-12-23,R-1057-76,,,,,2
1925,484,15,1,BACHILLER EN INGENIERIA QUIMICA,-,2006-03-09,0651-2006,,,,,2
1926,484,1,4,"DOCTORIS SCIENTIAE EN: CIENCIA, TECNOLOGIA Y MEDIO AMBIENTE",-,2014-07-09,2367-2014-R-UNA,,,,,2
1927,484,35,3,MAESTRO EN INVESTIGACION Y DOCENCIA UNIVERSITARIA,-,2006-12-28,1040-2006-CU-UIGV,,,,,2
1928,484,15,2,TITULO DE INGENIERO QUIMICO,-,1976-12-23,R-1057-76,,,,,2
1929,485,15,2,INGENIERO QUIMICO,-,1977-01-05,R-1150-76,,,,,2
1930,485,1,4,"DOCTORIS SCIENTIAE EN: CIENCIA, TECNOLOGIA Y MEDIO AMBIENTE",-,2014-11-03,3735-2014-R-UNA,,,,,2
1931,485,15,2,TITULO DE INGENIERO QUIMICO,-,1977-01-05,R-1150-76,,,,,2
1932,485,108,3,"TÍTULO DE MAGÍSTER EN TECNOLOGÍA DE ALIMENTOS 
",-,1994-09-22,1958-2013-ANR,,,,,2
1933,486,1,3,MAGISTER SCIENTIAE EN EXTRACCION DE METALES ESTRATEGICOS,-,2008-04-18,0903-2008-R-UNA,,,,,2
1934,486,15,1,BACHILLER EN INGENIERIA QUIMICA,-,1978-03-29,R-198-78,,,,,2
1935,486,1,4,"DOCTORIS SCIENTIAE EN CIENCIAS, TECNOLOGÍA Y MEDIO AMBIENTE",-,2018-03-14,0556-2018-R-UNA,,,,,2
1936,486,15,2,INGENIERO QUIMICO,-,1978-05-02,413,,,,,2
1937,487,10,1,BACHILLER EN INGENIERIA QUIMICA,-,1976-09-13,S/N,,,,,2
1938,487,1,4,DOCTORIS SCIENTIAE,"EN: CIENCIA, TECNOLOGIA Y MEDIO AMBIENTE",2014-02-07,0490-2014-R-UNA,,,,,2
1939,487,10,2,Ingeniero Químico,-,1984-12-14,-,,,,,2
1940,488,1,3,MAGISTER SCIENTIAE EN INFORMATICA,-,2011-06-03,1068-2011-R-UNA,,,,,2
1941,488,22,1,BACHILLER EN FARMACIA Y BIOQUIMICA,-,1978-05-09,53921,,,,,2
1942,488,22,2,QUIMICO FARMACEUTICO,-,1979-05-31,57568,,,,,2
1943,489,10,1,BACHILLER EN INGENIERIA QUIMICA,-,1977-04-27,S/N,,,,,2
1944,489,10,3,MAESTRO EN CIENCIAS Y TECNOLOGIA DE ALIMENTOS,-,2002-09-06,-,,,,,2
1945,489,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2024-11-29,3333-2024-R-UNA,,,,,2
1946,489,10,2,Ingeniero Químico,-,1979-11-23,-,,,,,2
1947,491,1,3,MAGISTER EN SCIENTIAE EN EXTRACCIEN DE METALES ESTRATEGICOS,-,2005-01-28,257-2005-P-CTG-UNA,,,,,2
1948,491,15,1,BACHILLER EN INGENIERIA QUIMICA,-,1981-10-30,R-1363-81,,,,,2
1949,491,15,2,INGENIERO QUIMICO,-,1982-12-21,R-1189-82,,,,,2
1950,491,1,4,"DOCTORIS SCIENTIAE EN: CIENCIA, TECNOLOGIA Y MEDIO AMBIENTE",-,2015-08-31,2596-2015-R-UNA,,,,,2
1951,490,1,1,BACHILLER EN DERECHO,-,2010-03-05,0432-2010-R-UNA,,,,,2
1952,490,35,3,MAESTRO EN ADMINISTRACION DE LA EDUCACION,-,2004-08-26,474-2004-RUIGV,,,,,2
1953,490,15,1,BACHILLER EN INGENIERIA QUIMICA,-,1982-05-04,R-494-82,,,,,2
1954,490,15,2,INGENIERO QUIMICO,-,1983-01-31,R-264-83,,,,,2
1955,490,18,4,DOCTOR EN ADMINISTRACION,-,2007-11-30,5699,,,,,2
1956,493,15,2,INGENIERO QUIMICO,-,1976-11-29,R-958-76,,,,,2
1957,493,1,3,MAGISTER SCIENTIAE EN EXTRACCION DE METALES ESTRATEGICOS,-,2007-03-23,0372-2007-R-UNA,,,,,2
1958,493,15,2,TITULO DE INGENIERO QUIMICO,-,1976-11-29,R-958-76,,,,,2
1959,492,1,3,MAGISTER SCIENTIAE EN EXTRACCION DE METALES ESTRATEGICOS,-,2005-10-14,1167-2005-R-UNA,,,,,2
1960,492,15,1,BACHILLER EN INGENIERIA QUIMICA,-,1985-03-07,R-151-85,,,,,2
1961,492,15,2,INGENIERO QUIMICO,-,1985-11-18,R-802-85,,,,,2
1962,492,109,4,"CERTIFICAR, ""SÓLO PARA EL USO EN LA DOCENCIA UNIVERSITARIA"" EL GRADO DE DOCTOR EN FILOSOFÍA",-,2005-04-04,1006-2009-ANR,,,,,2
1963,494,1,3,MAGISTER SCIENTIAE EN INGENIERIA QUIMICA,-,2008-01-25,0093-2008-R-UNA,,,,,2
1964,494,15,1,BACHILLER EN INGENIERIA QUIMICA,-,1988-04-27,R-458-88,,,,,2
1965,494,15,2,INGENIERO QUIMICO,-,1990-12-31,R-1948-90,,,,,2
1966,494,10,4,DOCTORA EN INGENIERIA DE PROCESOS,-,2018-02-16,O.G.Y.T. 005-2018,,,,,2
1967,494,15,2,TITULO DE INGENIERO QUIMICO,-,1990-12-31,R-1948-90,,,,,2
1968,495,15,1,BACHILLER EN INGENIERIA QUIMICA,-,1978-12-13,R-908-78,,,,,2
1969,495,15,2,INGENIERO QUIMICO,-,1981-01-14,R-0049-81,,,,,2
1970,495,15,2,TITULO DE INGENIERO QUIMICO,-,1981-01-14,R-0049-81,,,,,2
1971,495,1,3,MAGISTER SCIENTIAE EN EXTRACCION DE METALES ESTRATEGICOS,-,2009-01-02,3178-2008-R-UNA,,,,,2
1972,496,15,2,INGENIERO QUIMICO,-,1993-08-11,R-1176-93,,,,,2
1973,496,15,1,BACHILLER EN INGENIERIA QUIMICA,-,1987-06-03,R-448-87,,,,,2
1974,496,1,3,MAGISTER SCIENTIAE EN EXTRACCION DE METALES ESTRATEGICOS,-,2008-11-28,2986-2008-R-UNA,,,,,2
1975,496,1,4,"DOCTORIS SCIENTIAE EN CIENCIAS, TECNOLOGÍA Y MEDIO AMBIENTE",-,2018-02-27,0394-2018-R-UNA,,,,,2
1976,496,15,2,TITULO DE INGENIERO QUIMICO,-,1993-08-11,R-1176-93,,,,,2
1977,497,1,3,MAGISTER SCIENTIAE EN: TECNOLOGIAS DE PROTECCION AMBIENTAL,-,2011-06-03,1068-2011-R-UNA,,,,,2
1978,497,15,1,BACHILLER EN INGENIERIA QUIMICA,-,1983-10-31,R-287-83,,,,,2
1979,497,15,2,INGENIERO QUIMICO,-,1984-02-23,R-219-84,,,,,2
1980,497,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2022-07-27,1560-2022-R-UNA,,,,,2
1981,498,15,1,BACHILLER EN INGENIERIA QUIMICA,-,,0517-93,,,,,2
1982,498,15,2,INGENIERO QUIMICO,-,1993-08-11,R-1220-93,,,,,2
1983,498,15,2,TITULO DE INGENIERO QUIMICO,-,1993-08-11,R-1220-93,,,,,2
1984,498,1,3,MAGISTER SCIENTIAE EN EXTRACCION DE METALES ESTRATEGICOS,-,2008-11-28,2986-2008-R-UNA,,,,,2
1985,498,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2018-12-19,3305-2018-R-UNA,,,,,2
1986,499,1,3,MAGISTER SCIENTIAE EN INGENIERIA QUIMICA,-,2008-09-12,2363-2008-R-UNA,,,,,2
1987,499,10,1,BACHILLER EN INGENIERIA QUIMICA,-,1985-09-19,091-85-FIP,,,,,2
1988,499,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2018-07-26,1902-2018-R-UNA,,,,,2
1989,499,10,2,Ingeniero Químico,-,1987-05-27,-,,,,,2
1990,500,15,3,MAGISTER EN CIENCIAS,MENCION EN QUIMICA ESPECIALIDAD PRODUCTOS NATURALES,2008-11-19,CU-3802-2008-GT,,,,,2
1991,500,15,2,QUIMICO,-,1989-04-06,R-136-89,,,,,2
1992,500,15,1,BACHILLER EN QUIMICA,-,1988-05-10,528,,,,,2
1993,500,10,4,DOCTORA EN CIENCIAS Y TECNOLOGÍAS MEDIOAMBIENTALES,-,2019-05-17,O.G.Y.T. 008-2019,,,,,2
1994,501,40,3,MAGISTER EN QUIMICA,-,1994-01-12,-,,,,,2
1995,501,48,2,QUIMICO FARMACEUTICA,-,1992-01-11,1679-CU-1999,,,,,2
1996,501,48,1,BACHILLER EN FARMACIA Y BIOQUIMICA,-,,1679-CU-1999,,,,,2
1997,501,13,4,DOCTOR EN ADMINISTRACION,-,2009-08-13,6005-2009-R-UAP,,,,,2
1998,502,15,2,INGENIERO QUIMICO,-,1995-12-18,R-1650-95-GT,,,,,2
1999,502,15,1,BACHILLER EN INGENIERIA QUIMICA,-,1994-09-22,R-1356-94,,,,,2
2000,502,15,2,TITULO DE INGENIERO QUIMICO,-,1995-12-18,R-1650-95,,,,,2
2001,502,22,3,MAESTRO/MAGISTER EN INGENIERIA QUIMICA,-,2017-06-26,02412-R-17,,,,,2
2002,502,1,4,"DOCTORIS SCIENTIAE EN: CIENCIA, TECNOLOGIA Y MEDIO AMBIENTE",-,2016-12-12,4727-2016-R-UNA,,,,,2
2003,502,15,2,INGENIERO QUIMICO,-,1995-12-18,R-1650-95,,,,,2
2004,504,1,1,BACHILLER EN CIENCIAS DE LA INGENIERIA QUIMICA,-,1992-11-20,-,,,,,2
2005,504,1,2,INGENIERO QUIMICO,-,1996-01-19,39-96-R-UNA,,,,,2
2006,504,1,3,MAGISTER SCIENTIAE EN CIENCIAS,MENCION EN: INGENIERIA QUIMICA,2010-04-16,0811-2010-R-UNA,,,,,2
2007,504,1,4,"Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",-,2022-05-17,0917-2022-R-UNA,,,,,2
2008,504,1,3,MAGISTER SCIENTIAE EN EXTRACCION DE METALES ESTRATEGICOS,-,2009-08-21,1224-2009-R-UNA,,,,,2
2009,503,10,3,MAESTRO EN QUIMICA,-,2002-03-22,-,,,,,2
2010,503,48,1,BACHILLER EN FARMACIA Y BIOQUIMICA,-,,1679-CU-1999,,,,,2
2011,503,48,2,QUIMICO FARMACEUTICO,-,1990-08-02,1679-CU-1999,,,,,2
2012,503,10,4,DOCTOR EN CIENCIAS: QUIMICA,-,2009-12-18,RCU 915-2009,,,,,2
2013,505,67,1,BACHILLER EN EDUCACION,-,2010-03-30,0507-2010-CU-ULADECH CATOLICA,,,,,2
2014,505,1,1,BACHILLER EN CIENCIAS DE LA INGENIERIA QUIMICA,-,1997-07-18,986-97-R-UNA,,,,,2
2015,505,1,3,MAGISTER SCIENTIAE EN: INGENIERIA QUIMICA,-,2013-10-14,3048-2013-R-UNA,,,,,2
2016,505,10,5,SEGUNDA ESPECIALIDAD,EN CONTAMINACION Y GESTION AMBIENTAL,2011-05-20,RCU 159-2011,,,,,2
2017,505,1,2,INGENIERO QUIMICO,-,1999-11-19,1810-99-R-UNA,,,,,2
2018,506,10,2,LICENCIADO EN NUTRICION HUMANA,-,1990-12-07,-,,,,,2
2019,506,10,1,BACHILLER EN NUTRICION Y DIETETICA,-,1989-11-17,-,,,,,2
2020,506,10,4,DOCTOR EN CIENCIAS SALUD PUBLICA,-,2009-07-03,RCU 604-2009,,,,,2
2021,506,10,4,DOCTOR EN CIENCIAS: SALUD PUBLICA,-,2009-07-03,RCU 604-2009,,,,,2
2022,506,1,3,MAGISTER SCIENTIAE EN DESARROLLO RURAL,-,1995-12-29,1935-95-R-UNA,,,,,2
2023,506,19,1,BACHILLER EN DERECHO,-,2010-11-12,185-10-CU-R-UANCV,,,,,2
2024,506,19,2,ABOGADO,-,2011-07-22,150-11-CU-R-UANCV,,,,,2
2025,508,10,2,LICENCIADO EN NUTRICION HUMANA,-,1989-02-08,010-88-EPCN,,,,,2
2026,508,10,1,BACHILLER EN NUTRICION Y DIETETICA,-,1987-11-30,025-87-EPCN,,,,,2
2027,508,58,4,DOCTOR EN CIENCIAS DE LA VIDA,-,2017-10-25,RRGYT-SEGEN-UPCH-2017-CU-0399,,,,,2
2028,508,42,3,"GRADO DE MAGÍSTER EN CIENCIAS DE LA NUTRICIÓN, MENCIÓN NUTRICIÓN HUMANA ",-,1999-04-16,1445-2005-ANR,,,,,2
2029,509,22,2,LICENCIADO EN NUTRICION HUMANA,-,1986-08-08,84334,,,,,2
2030,509,22,1,BACHILLER EN NUTRICION HUMANA,-,1985-12-04,82984,,,,,2
2031,507,10,2,LICENCIADO EN NUTRICION HUMANA,-,1990-05-25,034-89-EPCN,,,,,2
2032,507,10,1,BACHILLER EN NUTRICION Y DIETETICA,-,1989-10-27,011-89-EPCN,,,,,2
2033,507,22,4,DOCTOR EN CIENCIAS DE LA SALUD,-,2008-04-04,00705-R-08,,,,,2
2034,507,42,3,"GRADO DE MAGÍSTER EN CIENCIAS DE LA NUTRICIÓN, MENCIÓN PLANIFICACIÓN EN ALIMENTACIÓN Y NUTRICIÓN   ",-,1998-03-31,1446-2005-ANR,,,,,2
2035,511,10,1,BACHILLER EN: NUTRICION Y DIETETICA,-,1990-01-26,-,,,,,2
2036,511,22,3,MAGISTER EN BIOQUIMICA,-,2003-04-04,00830-R-03,,,,,2
2037,511,10,2,LICENCIADO EN NUTRICION HUMANA,-,1990-10-31,-,,,,,2
2038,511,10,4,DOCTOR EN CIENCIAS: BIOMEDICAS,-,2010-05-14,RCU 163-2010,,,,,2
2039,512,10,2,LICENCIADO EN NUTRICION HUMANA,-,1987-07-31,007-87-EPCN,,,,,2
2040,512,10,1,BACHILLER EN NUTRICION Y DIETETICA,-,1987-05-04,004-87-EPCN,,,,,2
2041,512,48,2,LICENCIADO EN EDUCACION SECUNDARIA. ESPECIALIDAD: FISICO-MATEMATICA,FISICO-MATEMATICA,,1679-CU-1999,,,,,2
2042,512,48,2,LICENCIADO EN EDUCACION SECUNDARIA,FISICO MATEMATICAS,1979-12-10,1679-CU-99,,,,,2
2043,512,48,1,BACHILLER EN CIENCIAS DE LA EDUCACION,-,,1679-CU-1999,,,,,2
2044,512,10,4,DOCTOR EN CIENCIAS: BIOMEDICAS,-,2013-07-05,RCU 312-2013,,,,,2
2045,512,1,3,MAGISTER SCIENTIAE EN DESARROLLO RURAL,-,1999-10-01,1507-99-R-UNA,,,,,2
2046,512,48,2,LICENCIADO EN EDUCACION SECUNDARIA. ESPECIALIDAD: FISICO MATEMATICAS,-,,1679-CU-1999,,,,,2
2047,513,10,2,LICENCIADO EN NUTRICION HUMANA,-,1995-11-07,001-95-EPCN,,,,,2
2048,513,10,1,BACHILLER EN NUTRICION Y DIETETICA,-,1993-02-15,064-93-FCSBA,,,,,2
2049,513,10,3,MAESTRO EN BIOQUÍMICA Y BIOLOGÍA MOLECULAR,-,2024-09-13,U.G.Y.T. N° 015-2024,,,,,2
2050,514,10,2,LICENCIADO EN NUTRICION HUMANA,-,1990-12-07,040-90-EPCN,,,,,2
2051,514,10,1,BACHILLER EN NUTRICION Y DIETETICA,-,1990-01-26,032-89-EPCN,,,,,2
2052,514,10,3,MAESTRO EN BIOQUIMICA Y BIOLOGIA MOLECULAR,-,2012-08-03,RCU 416-2012,,,,,2
2053,514,110,4,DOCTOR EN CIENCIAS DE LA SALUD,-,2024-09-30,C.U. N° 3596-2024-UNHEVAL,,,,,2
2054,515,10,5,SEGUNDA ESPECIALIDAD EN TOXICOLOGIA Y CONTROL ALIMENTARIO,-,2008-02-01,RCU 023-2008,,,,,2
2055,515,1,2,LICENCIADO EN NUTRICION HUMANA,-,1999-01-15,0016-99-R-UNA,,,,,2
2056,515,1,3,MAGISTER SCIENTIAE EN DESARROLLO RURAL,-,2001-07-13,1004-2001-R-UNA,,,,,2
2057,515,1,4,Doctoris Scientiae en Ciencias de la Salud,-,2020-11-06,1239-2020-R-UNA,,,,,2
2058,515,1,1,BACHILLER EN NUTRICION HUMANA,-,1997-08-15,1075-97-R-UNA,,,,,2
2059,516,1,3,MAGISTER SCIENTIAE EN SALUD PUBLICA,-,2008-05-23,1224-2008-R-UNA,,,,,2
2060,516,10,5,SEGUNDA ESPECIALIDAD EN TOXICOLOGIA Y CONTROL ALIMENTARIO,-,2008-02-01,RCU 023-2008,,,,,2
2061,516,1,2,LICENCIADA EN NUTRICION HUMANA,-,1992-05-15,470-92-R-UNA,,,,,2
2062,516,1,1,BACHILLER EN NUTRICION HUMANA,-,1992-01-10,53-92-R-UNA,,,,,2
